,dx,dy,dz
0,0.012827,0.055440,0.055440
1,-0.022204,-0.064076,0.022204
2,-0.022204,0.022204,-0.064076
3,0.464479,-0.464480,-0.464479
4,-0.011102,0.011102,0.011102
5,-0.055440,0.055440,-0.012827
6,-0.055440,-0.012827,0.055440
7,0.064076,0.022204,0.022204
8,-0.045605,-0.002286,-0.002286
9,-0.002313,0.001759,0.002313
10,-0.002313,0.002314,0.001759
11,0.002286,-0.002286,0.045605
12,0.002286,0.045604,-0.002286
13,-0.001759,0.002314,0.002313
14,-0.008184,-0.001326,-0.006437
15,-0.008184,-0.006437,-0.001326
16,0.048935,0.036891,-0.048935
17,0.048935,-0.048935,0.036891
18,-0.009620,0.013059,0.013059
19,0.006437,-0.001326,0.008184
20,0.006437,0.008184,-0.001326
21,-0.036891,-0.048935,-0.048935
22,-0.013059,0.013059,0.009620
23,-0.013058,0.009620,0.013058
24,0.001326,-0.006437,0.008184
25,0.001326,0.008184,-0.006437
26,0.008398,0.010350,0.010350
27,-0.010865,-0.011320,0.010865
28,-0.010865,0.010865,-0.011320
29,0.086759,-0.086759,-0.086759
30,-0.005192,0.005192,0.005192
31,-0.010350,0.010350,-0.008398
32,-0.010350,-0.008398,0.010350
33,0.011319,0.010865,0.010865
34,-0.008231,-0.004084,-0.004084
35,-0.003923,-0.003731,0.009538
36,-0.003923,0.009538,-0.003731
37,-0.042990,-0.006571,-0.006571
38,-0.000274,0.005828,0.003767
39,-0.002661,-0.003946,0.002661
40,-0.000274,0.003767,0.005828
41,-0.009538,-0.003731,0.003923
42,-0.002661,0.002661,-0.003946
43,0.006571,-0.006572,0.042990
44,-0.009538,0.003923,-0.003731
45,0.006571,0.042990,-0.006572
46,-0.001626,0.004298,0.001626
47,-0.003767,0.005828,0.000274
48,-0.001626,0.001626,0.004298
49,0.004084,-0.004084,0.008231
50,-0.003767,0.000274,0.005828
51,0.003731,0.009538,0.003923
52,0.004084,0.008231,-0.004084
53,0.003731,0.003923,0.009538
54,-0.004298,0.001626,0.001626
55,-0.005828,0.003767,0.000274
56,-0.005828,0.000274,0.003767
57,0.003946,0.002661,0.002661
58,-0.009457,-0.006363,-0.006363
59,-0.000300,0.001086,0.000300
60,-0.000300,0.000300,0.001086
61,0.006363,-0.006363,0.009457
62,0.006363,0.009457,-0.006363
63,-0.001086,0.000300,0.000300
64,-0.001797,-0.001027,-0.002528
65,-0.001653,-0.001414,-0.000351
66,-0.001797,-0.002528,-0.001027
67,0.011778,0.014234,-0.011778
68,-0.001652,-0.000351,-0.001414
69,0.012278,0.002257,-0.012278
