,dx,dy,dz
0,0.055440,0.055440,0.012827
1,0.011102,0.011102,-0.011102
2,-0.064076,0.022204,-0.022204
3,0.055440,-0.012827,-0.055440
4,0.022204,-0.064076,-0.022204
5,-0.012827,0.055440,-0.055440
6,-0.464479,-0.464479,0.464480
7,0.022204,0.022204,0.064076
8,0.001759,0.002313,-0.002314
9,0.002313,0.001759,-0.002314
10,-0.002286,-0.002286,-0.045604
11,0.002313,0.002313,-0.001759
12,-0.002286,0.045605,0.002286
13,0.045605,-0.002286,0.002286
14,0.013058,0.013058,-0.009620
15,-0.001326,-0.006437,-0.008184
16,0.013059,0.009620,-0.013059
17,-0.001326,0.008184,0.006437
18,-0.006437,-0.001326,-0.008184
19,0.009620,0.013059,-0.013059
20,0.036891,-0.048935,0.048935
21,-0.006437,0.008184,0.001326
22,0.008184,-0.001326,0.006437
23,-0.048935,0.036891,0.048935
24,0.008184,-0.006437,0.001326
25,-0.048935,-0.048935,-0.036891
26,0.010350,0.010350,0.008398
27,0.005192,0.005192,-0.005192
28,-0.011320,0.010865,-0.010865
29,0.010350,-0.008398,-0.010350
30,0.010865,-0.011319,-0.010865
31,-0.008398,0.010350,-0.010350
32,-0.086759,-0.086759,0.086759
33,0.010865,0.010865,0.011320
34,0.005828,0.003767,-0.000274
35,0.004298,0.001626,-0.001626
36,-0.003946,0.002661,-0.002661
37,0.005828,0.000274,-0.003767
38,0.003767,0.005828,-0.000274
39,0.001626,0.004298,-0.001626
40,-0.004084,-0.004084,-0.008231
41,0.001626,0.001626,-0.004298
42,-0.003731,0.009538,-0.003923
43,0.003767,0.000274,-0.005828
44,-0.003731,0.003923,-0.009538
45,-0.004084,0.008231,0.004084
46,0.002661,-0.003946,-0.002661
47,0.000274,0.005828,-0.003767
48,0.009538,-0.003731,-0.003923
49,0.000274,0.003767,-0.005828
50,-0.006572,-0.006571,-0.042990
51,0.002661,0.002661,0.003946
52,-0.006571,0.042990,0.006571
53,0.009538,0.003923,0.003731
54,0.003923,-0.003731,-0.009538
55,0.008231,-0.004084,0.004084
56,0.042990,-0.006571,0.006572
57,0.003923,0.009538,0.003731
58,0.001086,0.000300,-0.000300
59,0.000300,0.001086,-0.000300
60,-0.006363,-0.006363,-0.009457
61,0.000300,0.000300,-0.001086
62,-0.006363,0.009457,0.006363
63,0.009457,-0.006363,0.006363
64,0.002705,0.002705,0.000556
65,0.004330,0.004330,-0.003730
66,-0.001027,-0.002528,-0.001797
67,0.004330,0.003730,-0.004330
68,-0.001414,-0.000351,-0.001653
69,0.002705,-0.000556,-0.002705
70,-0.001414,0.001652,0.000351
71,-0.001027,0.001797,0.002528
72,-0.002528,-0.001027,-0.001797
73,0.003730,0.004330,-0.004330
74,0.014234,-0.011778,0.011778
75,-0.002528,0.001797,0.001027
76,-0.000351,-0.001414,-0.001653
77,-0.000556,0.002705,-0.002705
78,0.002257,-0.012278,0.012278
79,-0.000351,0.001653,0.001414
80,0.001653,-0.001414,0.000351
81,0.001797,-0.001027,0.002528
82,-0.011778,0.014234,0.011778
83,0.001797,-0.002528,0.001027
84,-0.012278,0.002257,0.012278
85,0.001653,-0.000351,0.001414
86,-0.012278,-0.012278,-0.002257
87,-0.011778,-0.011778,-0.014234
88,0.002466,0.001813,-0.000909
89,0.000034,-0.000799,-0.000625
90,0.002466,0.000909,-0.001813
91,0.000034,0.000625,0.000799
92,0.001813,0.002466,-0.000909
93,-0.000884,0.000948,-0.001803
94,0.001813,0.000909,-0.002466
95,-0.000884,0.001803,-0.000948
96,-0.000799,0.000034,-0.000625
97,0.000909,0.002466,-0.001813
98,0.000948,-0.000884,-0.001803
99,0.000909,0.001813,-0.002466
100,-0.001691,0.003690,-0.000894
101,-0.000799,0.000625,-0.000034
102,-0.001691,0.000894,-0.003690
103,0.000948,0.001803,0.000884
104,0.000625,0.000034,0.000799
105,0.003690,-0.001691,-0.000894
106,0.000625,-0.000799,-0.000034
107,0.003690,0.000894,0.001691
108,0.001803,-0.000884,-0.000948
109,0.000894,-0.001691,-0.003690
110,0.001803,0.000948,0.000884
111,0.000894,0.003690,0.001691
112,0.001581,0.001040,0.001590
113,0.001871,0.000926,-0.000926
114,-0.001531,0.001417,-0.001417
115,0.001581,-0.001590,-0.001040
116,0.001040,0.001581,0.001590
117,0.000926,0.001871,-0.000926
118,-0.001646,-0.001646,-0.001382
119,0.000926,0.000926,-0.001871
120,-0.001314,0.004061,-0.001286
121,0.001040,-0.001590,-0.001581
122,-0.001314,0.001286,-0.004061
123,-0.001646,0.001382,0.001646
124,0.001418,-0.001531,-0.001418
125,-0.001590,0.001581,-0.001040
126,0.004061,-0.001314,-0.001286
127,-0.001590,0.001040,-0.001581
128,0.000817,0.000817,0.005713
129,0.001417,0.001417,0.001531
130,0.000817,-0.005713,-0.000817
131,0.004061,0.001286,0.001314
132,0.001286,-0.001314,-0.004061
133,0.001382,-0.001646,0.001646
134,-0.005713,0.000817,-0.000817
135,0.001286,0.004061,0.001314
136,0.002529,0.002529,0.003506
137,0.002003,0.002003,-0.002003
138,-0.002615,0.003451,-0.003451
139,0.002529,-0.003506,-0.002529
140,0.003451,-0.002615,-0.003451
141,-0.003506,0.002529,-0.002529
142,-0.018794,-0.018794,0.018794
143,0.003451,0.003451,0.002615
144,0.000534,0.000232,0.000213
145,0.000907,0.000109,-0.000109
146,0.000092,0.000100,-0.000100
147,0.000534,-0.000213,-0.000232
148,0.000232,0.000534,0.000213
149,0.000109,0.000907,-0.000109
150,-0.002448,-0.002449,-0.002954
151,0.000109,0.000109,-0.000907
152,-0.000964,0.001572,-0.000918
153,0.000232,-0.000213,-0.000534
154,-0.000964,0.000918,-0.001572
155,-0.002449,0.002954,0.002448
156,0.000100,0.000092,-0.000100
157,-0.000213,0.000534,-0.000232
158,0.001572,-0.000964,-0.000918
159,-0.000213,0.000232,-0.000534
160,0.000423,0.000423,-0.001844
161,0.000100,0.000100,-0.000092
162,0.000423,0.001844,-0.000423
163,0.001572,0.000918,0.000964
164,0.000918,-0.000964,-0.001572
165,0.002954,-0.002448,0.002448
166,0.001844,0.000423,-0.000423
167,0.000918,0.001572,0.000964
