,dx,dy,dz
0,-0.022204,-0.064076,-0.022204
1,0.012827,0.055440,-0.055440
2,0.464479,-0.464479,0.464480
3,-0.022204,0.022204,0.064076
4,-0.055440,0.055440,0.012827
5,-0.011102,0.011102,-0.011102
6,0.064076,0.022204,-0.022204
7,-0.055440,-0.012827,-0.055440
8,-0.045605,-0.002286,0.002286
9,-0.002313,0.001759,-0.002314
10,0.002286,-0.002286,-0.045604
11,-0.002313,0.002313,-0.001759
12,0.002286,0.045605,0.002286
13,-0.001759,0.002313,-0.002314
14,-0.008184,-0.001326,0.006437
15,0.048935,0.036891,0.048935
16,-0.008184,-0.006437,0.001326
17,0.048935,-0.048935,-0.036891
18,0.006437,-0.001326,-0.008184
19,-0.009620,0.013059,-0.013059
20,-0.036891,-0.048935,0.048935
21,0.006437,0.008184,0.001326
22,-0.013058,0.013058,-0.009620
23,0.001326,-0.006437,-0.008184
24,-0.013059,0.009620,-0.013059
25,0.001326,0.008184,0.006437
26,-0.010865,-0.011320,-0.010865
27,0.008398,0.010350,-0.010350
28,0.086759,-0.086759,0.086759
29,-0.010865,0.010865,0.011320
30,-0.010350,0.010350,0.008398
31,-0.005192,0.005192,-0.005192
32,0.011319,0.010865,-0.010865
33,-0.010350,-0.008398,-0.010350
34,-0.003923,-0.003731,-0.009538
35,-0.008231,-0.004084,0.004084
36,-0.042990,-0.006571,0.006571
37,-0.003923,0.009538,0.003731
38,-0.002661,-0.003946,-0.002661
39,-0.000274,0.005828,-0.003767
40,-0.009538,-0.003731,-0.003923
41,-0.000274,0.003767,-0.005828
42,0.006571,-0.006572,-0.042990
43,-0.002661,0.002661,0.003946
44,0.006571,0.042990,0.006572
45,-0.009538,0.003923,0.003731
46,-0.003767,0.005828,-0.000274
47,-0.001626,0.004298,-0.001626
48,0.004084,-0.004084,-0.008231
49,-0.001626,0.001626,-0.004298
50,0.003731,0.009538,-0.003923
51,-0.003767,0.000274,-0.005828
52,0.003731,0.003923,-0.009538
