,dx,dy,dz
0,-0.064076,-0.022204,-0.022204
1,0.055440,0.012827,-0.055440
2,0.055440,-0.055440,0.012827
3,0.011102,-0.011102,-0.011102
4,-0.464479,0.464480,0.464479
5,0.022204,-0.022204,0.064076
6,0.022204,0.064076,-0.022204
7,-0.012827,-0.055440,-0.055440
8,0.001759,-0.002314,-0.002313
9,-0.002286,-0.045604,0.002286
10,-0.002286,0.002286,-0.045605
11,0.002313,-0.002314,-0.001759
12,0.002313,-0.001759,-0.002313
13,0.045605,0.002286,0.002286
14,-0.001326,-0.008184,0.006437
15,-0.001326,0.006437,-0.008184
16,0.013058,-0.009620,-0.013058
17,0.013059,-0.013059,-0.009620
18,0.036891,0.048935,0.048935
19,-0.006437,-0.008184,0.001326
20,-0.006437,0.001326,-0.008184
21,0.009620,-0.013059,-0.013059
22,-0.048935,0.048935,-0.036891
23,-0.048935,-0.036891,0.048935
24,0.008184,0.006437,0.001326
25,0.008184,0.001326,0.006437
26,-0.011320,-0.010865,-0.010865
27,0.010350,0.008398,-0.010350
28,0.010350,-0.010350,0.008398
29,0.005192,-0.005192,-0.005192
30,-0.086759,0.086759,0.086759
31,0.010865,-0.010865,0.011319
32,0.010865,0.011320,-0.010865
33,-0.008398,-0.010350,-0.010350
34,-0.003946,-0.002661,-0.002661
35,0.005828,-0.000274,-0.003767
36,0.005828,-0.003767,-0.000274
37,0.004298,-0.001626,-0.001626
38,-0.003731,-0.003923,-0.009538
39,-0.004084,-0.008231,0.004084
40,-0.003731,-0.009538,-0.003923
41,0.003767,-0.000274,-0.005828
42,-0.004084,0.004084,-0.008231
43,0.001626,-0.001626,-0.004298
44,0.003767,-0.005828,-0.000274
45,0.001626,-0.004298,-0.001626
46,-0.006572,-0.042990,0.006571
47,0.009538,-0.003923,0.003731
48,-0.006571,0.006571,-0.042990
49,0.002661,-0.002661,0.003946
50,0.009538,0.003731,-0.003923
51,0.000274,-0.003767,-0.005828
52,0.002661,0.003946,-0.002661
53,0.000274,-0.005828,-0.003767
54,0.042990,0.006572,0.006571
55,0.003923,-0.009538,0.003731
56,0.003923,0.003731,-0.009538
57,0.008231,0.004084,0.004084
58,0.001086,-0.000300,-0.000300
59,-0.006363,-0.009457,0.006363
60,-0.006363,0.006363,-0.009457
61,0.000300,-0.000300,-0.001086
62,0.000300,-0.001086,-0.000300
63,0.009457,0.006363,0.006363
64,-0.001414,-0.001653,0.000351
65,-0.001027,-0.001797,0.002528
66,-0.001414,0.000351,-0.001652
67,0.002705,0.000556,-0.002705
68,-0.001027,0.002528,-0.001797
69,0.004330,-0.003730,-0.004330
70,0.002705,-0.002705,0.000556
71,0.004330,-0.004330,-0.003730
72,0.014234,0.011778,0.011778
73,-0.002528,-0.001797,0.001027
74,-0.002528,0.001027,-0.001797
75,0.003730,-0.004330,-0.004330
76,0.002257,0.012278,0.012278
77,-0.000351,-0.001653,0.001414
78,-0.000351,0.001414,-0.001653
79,-0.000556,-0.002705,-0.002705
80,-0.012278,0.012278,-0.002257
81,-0.011778,0.011778,-0.014234
82,-0.012278,-0.002257,0.012278
83,0.001653,0.000351,0.001414
84,-0.011778,-0.014234,0.011778
85,0.001797,0.002528,0.001027
86,0.001653,0.001414,0.000351
87,0.001797,0.001027,0.002528
88,0.000034,-0.000625,0.000799
89,0.000034,0.000799,-0.000625
90,0.002466,-0.000909,-0.001813
91,0.002466,-0.001813,-0.000909
92,-0.000884,-0.001803,-0.000948
93,-0.000884,-0.000948,-0.001803
94,0.001813,-0.000909,-0.002466
95,0.001813,-0.002466,-0.000909
96,-0.001691,-0.000894,-0.003690
97,0.000948,-0.001803,0.000884
98,-0.001691,-0.003690,-0.000894
99,-0.000799,-0.000625,-0.000034
100,0.000948,0.000884,-0.001803
101,0.000909,-0.001813,-0.002466
102,-0.000799,-0.000034,-0.000625
103,0.000909,-0.002466,-0.001813
104,0.003690,-0.000894,0.001691
105,0.003690,0.001691,-0.000894
106,0.000625,0.000799,-0.000034
107,0.000625,-0.000034,0.000799
108,0.000894,-0.003690,0.001691
109,0.000894,0.001691,-0.003690
110,0.001803,-0.000948,0.000884
111,0.001803,0.000884,-0.000948
112,-0.001531,-0.001417,-0.001417
113,0.001581,0.001590,-0.001040
114,0.001581,-0.001040,0.001590
115,0.001871,-0.000926,-0.000926
116,-0.001314,-0.001286,-0.004061
117,-0.001646,-0.001382,0.001646
118,-0.001314,-0.004061,-0.001286
119,0.001040,0.001590,-0.001581
120,-0.001646,0.001646,-0.001382
121,0.000926,-0.000926,-0.001871
122,0.001040,-0.001581,0.001590
123,0.000926,-0.001871,-0.000926
124,0.000817,0.005713,-0.000817
125,0.004061,-0.001286,0.001314
126,0.000817,-0.000817,0.005713
127,0.001418,-0.001418,0.001531
128,0.004061,0.001314,-0.001286
129,-0.001590,-0.001040,-0.001581
130,0.001417,0.001531,-0.001417
131,-0.001590,-0.001581,-0.001040
132,-0.005713,-0.000817,-0.000817
133,0.001286,-0.004061,0.001314
134,0.001286,0.001314,-0.004061
135,0.001382,0.001646,0.001646
136,-0.002615,-0.003451,-0.003451
137,0.002529,0.003506,-0.002529
138,0.002529,-0.002529,0.003506
139,0.002003,-0.002003,-0.002003
140,-0.018794,0.018794,0.018794
141,0.003451,-0.003451,0.002615
142,0.003451,0.002615,-0.003451
143,-0.003506,-0.002529,-0.002529
144,0.000092,-0.000100,-0.000100
145,0.000534,0.000213,-0.000232
146,0.000534,-0.000232,0.000213
147,0.000907,-0.000109,-0.000109
148,-0.000964,-0.000918,-0.001572
149,-0.002448,-0.002954,0.002449
150,-0.000964,-0.001572,-0.000918
151,0.000232,0.000213,-0.000534
152,-0.002449,0.002448,-0.002954
153,0.000109,-0.000109,-0.000907
154,0.000232,-0.000534,0.000213
155,0.000109,-0.000907,-0.000109
156,0.000423,-0.001844,-0.000423
157,0.001572,-0.000918,0.000964
158,0.000423,-0.000423,-0.001844
159,0.000100,-0.000100,-0.000092
160,0.001572,0.000964,-0.000918
161,-0.000213,-0.000232,-0.000534
162,0.000100,-0.000092,-0.000100
163,-0.000213,-0.000534,-0.000232
164,0.001844,-0.000423,-0.000423
165,0.000918,-0.001572,0.000964
166,0.000918,0.000964,-0.001572
167,0.002954,0.002448,0.002448
